104;"Calculated As Capsaicin. Extraction Solvent: Ethanol 80% (V/V)"
105;"Capsaicin"
105;"Soft Extract From Cayenne Pepper Fruit (4–7:1)"
105;"Extraction Solvent: Ethanol 80% (V/V)"
106;"Cayenne Pepper Soft Extract"
107;"Nonivamide"
108;"Paracetamol Bp"
109;"Paracetamol Bp"
110;"Fluid Extract From Gentian Root (1: 1)"
110;"Extraction Solvent: Ethanol 50% (V / V)"
110;"Fluid Extract Of Wormwood (1:1)"
110;"Extraction Solvent: Ethanol 20% (V/V)"
110;"Fluid Extract From Melissa Leaf (1: 1)"
110;"Fluid Extract From Acorus Calamus Root (1:1)"
110;"Fluid Extract From Angelica Root (1: 1)"
110;"Extraction Solvent: Ethanol 30% (V/V)"
111;"Sodium Hydrogen Carbonate"
111;"Potassium Chloride"
111;"Sodium Chloride"
111;"Macrogol 3350"
112;"Sodium Hydrogen Carbonate"
112;"Potassium Chloride"
112;"Sodium Chloride"
112;"Macrogol 3350"
113;"Sodium Hydrogen Carbonate"
113;"Potassium Chloride"
113;"Sodium Chloride"
113;"Macrogol 3350"
114;"Sodium Hydrogen Carbonate"
114;"Potassium Chloride"
114;"Sodium Chloride"
114;"Macrogol 3350"
115;"Sodium Hydrogen Carbonate"
115;"Potassium Chloride"
115;"Sodium Chloride"
115;"Macrogol 3350"
116;"Sodium Hydrogen Carbonate"
116;"Potassium Chloride"
116;"Sodium Chloride"
116;"Macrogol 3350"
117;"Lactic Acid"
117;"Salicylic Acid"
118;"Sildenafil Citrate"
119;"Idecabtagene Vicleucel"
120;"Calcium"
120;"Magnesium"
121;"Sildenafil"
122;"Amphotericin B"
123;"Amphotericin B"
124;"Amphotericin B"
125;"Aripiprazole"
126;"Drospirenone"
126;"Ethinylestradiol"
127;"Rosuvastatin Calcium"
128;"Prucalopride"
129;"Lactose Monohydrate"
129;"Prucalopride Succinate"
130;"Bendroflumethiazide"
131;"Aripiprazole"
132;"Naltrexone Hydrochloride"
133;"Irbesartan"
134;"Amlodipine"
135;"Bevacizumab"
136;"Fentanyl Citrate"
137;"Castor Oil"
137;"Virgin"
138;"Sennae Folium"
139;"Castor Oil"
139;"Refined"
140;"Magnesium Sulfate Heptahydrate"
141;"Sennae Folium"
142;"Senna Pods"
142;"Tinnevelly"
143;"Sennae Folium"
144;"Metformin Hydrochloride"
145;"Abiraterone Acetate"
146;"Fluocinolone Acetonide"
146;"Framycetin"
147;"Apixaban"
148;"Retinol Palmitate"
148;"Riboflavin Sodium Phosphate"
148;"Thiamine Hydrochloride"
148;"Ascorbic Acid"
148;"Ergocalciferol"
148;"Nicotinamide"
148;"Pyridoxine Hydrochloride"
148;"Riboflavin"
149;"Ibuprofen"
150;"Abietic Acid"
151;"Esomeprazole Magnesium Dihydrate"
152;"Aripiprazole"
153;"Aripiprazole"
154;"Aripiprazole"
155;"Aripiprazole"
156;"Isoconazole Nitrate"
157;"Moxifloxacin"
158;"Abiraterone Acetate"
159;"Amoxicillin"
159;"Clavulanic Acid"
160;"Neomycin"
160;"Chlorobutanol"
160;"Menthol"
160;"Camphor"
160;"Cineole"
160;"Sylvestris Pine Oil"
161;"Moxifloxacin Hydrochloride"
162;"Aripiprazole"
163;"Bimatoprost"
164;"Abiraterone Acetate"
165;"Abiraterone Acetate"
166;"Abiraterone"
167;"Abiraterone Acetate"
168;"Prednisolone"
169;"Abiraterone Acetate"
170;"Prednisolone"
171;"Abiraterone Acetate"
172;"Abiraterone Acetate"
173;"Abiraterone Acetate"
174;"Abiraterone Acetate"
175;"Abiraterone Acetate"
176;"Abiraterone Acetate"
177;"Abiraterone Acetate"
178;"Abiraterone Acetate"
179;"Abiraterone Acetate"
180;"Abiraterone Acetate"
181;"Abiraterone Acetate"
182;"Abiraterone Acetate"
183;"Abiraterone"
183;"Abiraterone Acetate"
184;"Abiraterone Acetate"
185;"Abiraterone Acetate"
186;"Abiraterone Acetate"
187;"Abiraterone Acetate"
188;"Abiraterone Acetate"
189;"Abiraterone Acetate"
190;"Abiraterone Acetate"
191;"Abiraterone"
191;"Abiraterone Acetate"
192;"Abiraterone Acetate"
193;"Abiraterone Acetate"
194;"Abiraterone Acetate"
195;"Abiraterone Acetate"
196;"Abiraterone Acetate"
197;"Abiraterone Acetate"
198;"Abiraterone Acetate"
199;"Abiraterone Acetate"
200;"Abiraterone Acetate"
201;"Abiraterone Acetate"
202;"Abiraterone Acetate"
203;"Abiraterone Acetate"
204;"Abiraterone Acetate"
205;"Abiraterone Acetate"
206;"Abiraterone Acetate"
207;"Abiraterone Acetate"
208;"Abiraterone Acetate"
209;"Abiraterone Acetate"
210;"Abiraterone Acetate"
211;"Abiraterone Acetate"
212;"Abiraterone Acetate"
213;"Abiraterone Acetate"
214;"Abiraterone Acetate"
215;"Abiraterone Acetate"
216;"Abiraterone Acetate"
217;"Abiraterone Acetate"
218;"Abiraterone Acetate"
219;"Abiraterone Acetate"
220;"Abiraterone Acetate"
221;"Abiraterone Acetate"
222;"Abiraterone Acetate"
223;"Abiraterone Acetate"
224;"Abiraterone Acetate"
225;"Abiraterone Acetate"
226;"Abiraterone Acetate"
227;"Abiraterone Acetate"
228;"Abiraterone Acetate"
229;"Abiraterone Acetate"
230;"Abiraterone Acetate"
231;"Abiraterone Acetate"
232;"Abiraterone Acetate"
233;"Abiraterone Acetate"
234;"Abiraterone Acetate"
235;"Abiraterone Acetate"
236;"Abiraterone Acetate"
237;"Abiraterone"
238;"Abiraterone Acetate"
239;"Abiraterone Acetate"
240;"Abiraterone Acetate"
241;"Abiraterone Acetate"
242;"Abiraterone Acetate"
243;"Abiraterone Acetate"
244;"Abiraterone Acetate"
245;"Abiraterone Acetate"
246;"Abiraterone Acetate"
247;"Abiraterone Acetate"
248;"Abiraterone Acetate"
249;"Abiraterone Acetate"
250;"Abiraterone Acetate"
251;"Abiraterone Acetate"
252;"Abiraterone Acetate"
253;"Abiraterone Acetate"
254;"Abiraterone Acetate"
255;"Abiraterone Acetate"
256;"Abiraterone Acetate"
257;"Abiraterone Acetate"
258;"Abiraterone Acetate"
259;"Abiraterone Acetate"
260;"Abiraterone Acetate"
261;"Abiraterone Acetate"
262;"Abiraterone Acetate"
263;"Abiraterone Acetate"
264;"Abiraterone"
265;"Abiraterone Acetate"
266;"Abiraterone Acetate"
267;"Abiraterone Acetate"
268;"Abiraterone Acetate"
269;"Abiraterone Acetate"
270;"Abiraterone Acetate"
271;"Abiraterone Acetate"
272;"Abiraterone Acetate"
273;"Abiraterone Acetate"
274;"Abiraterone Acetate"
275;"Abiraterone Acetate"
276;"Abiraterone Acetate"
277;"Abiraterone Acetate"
278;"Abiraterone Acetate"
279;"Abiraterone Acetate"
280;"Abiraterone Acetate"
281;"Abiraterone Acetate"
282;"Abiraterone Acetate"
283;"Abiraterone Acetate"
284;"Abiraterone Acetate"
285;"Abiraterone Acetate"
286;"Abiraterone Acetate"
287;"Abiraterone"
288;"Abiraterone Acetate"
289;"Abiraterone Acetate"
290;"Abiraterone"
290;"Abiraterone Acetate"
291;"Abiraterone Acetate"
292;"Abiraterone Acetate"
293;"Abiraterone Acetate"
294;"Abiraterone Acetate"
295;"Abiraterone"
295;"Abiraterone Acetate"
296;"Abiraterone Acetate"
297;"Abiraterone Acetate"
298;"Abiraterone Acetate"
299;"Abiraterone Acetate"
300;"Abiraterone Acetate"
301;"Abiraterone Acetate"
302;"Abiraterone Acetate"
303;"Abiraterone Acetate"
304;"Abiraterone Acetate"
305;"Abiraterone Acetate"
306;"Abiraterone Acetate"
307;"Abiraterone Acetate"
308;"Abiraterone Acetate"
309;"Abiraterone Acetate"
310;"Abiraterone Acetate"
311;"Abiraterone Acetate"
312;"Abiraterone"
312;"Abiraterone Acetate"
313;"Abiraterone Acetate"
314;"Abiraterone Acetate"
315;"Abiraterone Acetate"
316;"Amlodipine Besilate"
317;"Bilastine"
318;"Hydrocortisone"
319;"Metformin Hydrochloride"
320;"Viscum Album Abietis Ex Herba Recente Col. D30"
321;"Extract Of Fresh Fir Mistletoe Herb"
321;"Extract Of Phoradendron Leucarpum Herb (1:50)"
321;"Extraction Solvent: Sodium Monohydrogen Phosphate Dihydrate"
321;"Ascorbic Acid And Water For Injection (2.03:0.34:97.63)"
322;"Extract Of Fresh Almond Mistletoe Herb"
323;"Extract Of Fresh Birch Mistletoe Herb"
324;"Extract Of Fresh Hawthorn Mistletoe Herb"
324;"Extract Of Phoradendron Leucarpum Herb (1:50)"
324;"Extraction Solvent: Sodium Monohydrogen Phosphate Dihydrate"
324;"Ascorbic Acid And Water For Injection (2.03:0.34:97.63)"
325;"Extract Of Fresh Ash Mistletoe Herb"
325;"Viscum Album Fraxini Ex Herba Recente Col. D10"
325;"Viscum Album Fraxini Ex Herba Recente Col. D20"
325;"Viscum Album Fraxini Ex Herba Recente Col. D30"
326;"Extract Of Apple Tree Mistletoe (1:50)"
326;"Extraction Solvents: Sodium Monohydrogen Phosphate Dihydrate"
326;"Ascorbic Acid"
326;"Water For Injections (2.03:0.34:97.63)"
327;"Extract Of Fresh Pine Mistletoe Herb"
328;"Extract Of Fresh Oak Mistletoe Herb"
328;"Extract Of Phoradendron Leucarpum Herb (1:50)"
328;"Extraction Solvent: Sodium Monohydrogen Phosphate Dihydrate"
328;"Ascorbic Acid And Water For Injection (2.03:0.34:97.63)"
328;"Viscum Album Quercus Ex Herba Recente Col. D6"
329;"Ginkgo Biloba Extract"
330;"Echinacea Dil. D2"
330;"Gelsemium Sempervirens Dil. D4"
330;"Ammi Visnaga Dil. D 2"
330;"Blatta Orientalis Urt."
330;"Cetraria Islandica Dil. D 3"
330;"Datura Stramonium Dil. D 4"
330;"Euspongia Officinalis Dil. D 3"
330;"Natrium Sulfuricum Dil. D 4"
330;"Selenicereus Grandiflorus Dil. D 1"
330;"Matricaria Recutita Dil. D3"
330;"Grindelia Robusta Mother Tincture"
330;"Eriodictyon Californicum Dil. D2"
330;"Psychotria Ipecacuanha Dil. D4"
330;"Drosera Dil. D2"
331;"Bortezomib"
332;"Apixaban"
333;"Brimonidine Tartrate"
334;"Fluocinonide"
334;"Hexetidine"
334;"Ruscogenin"
335;"Paclitaxel Albumin-Bound"
336;"Acetylsalicylic Acid"
337;"Fluticasone Propionate"
337;"Formoterol Fumarate Dihydrate"
338;"Dry Extract Of Hederae Folium (5-7.5:1)"
338;"Extraction Solvent: Ethanol 30% (M/M)"
339;"Bilastine"
340;"Ibandronic Acid"
341;"Vortioxetine"
342;"Ambroxol Hydrochloride"
343;"Respiratory Syncytial Virus"
343;"Subgroup A"
343;"Stabilized Prefusion F Protein 847a"
343;"Subgroup B"
343;"Stabilized Prefusion F Protein 847b"
344;"Epoetin Alfa"
345;"Sodium Valproate"
346;"Sodium Valproate"
347;"Artemisia Absinthium Ex Herba Siccata"
347;"Ethanol. Infusum Ø"
347;"Terebinthina Laricina Dil. D3"
348;"Prucalopride"
349;"Ezetimibe"
350;"Fentanyl"
350;"Fentanyl Citrate"
351;"Terebinthina Laricina"
351;"Terebinthinae Aetheroleum Rectificatum"
352;"Betulae Folium"
353;"Sage Leaf (Salvia Officinalis)"
354;"Thyme"
355;"Matricariae Flos"
356;"Melissa Leaf"
357;"Oxycodone Hydrochloride"
358;"Beta-Alanine"
359;"Paclitaxel"
360;"Febuxostat"
361;"Aripiprazole"
362;"Amoxicillin"
362;"Clavulanic Acid"
363;"Potassium Citrate"
364;"Travoprost"
365;"Acamprosate Calcium"
366;"Acamprosate Calcium"
367;"Acamprosate Calcium"
368;"Acamprosate Calcium"
369;"Acamprosate Calcium"
370;"Ramipril"
371;"Risedronate Sodium"
372;"Calcium Carbonate"
372;"Cholecalciferol Concentrate"
373;"Risedronate Sodium"
374;"Acarbose"
375;"Acarbose"
376;"Acarbose"
377;"Acarbose"
378;"Acarbose"
379;"Acarbose"
380;"Acarbose"
381;"Acarbose"
382;"Acarbose"
383;"Acarbose"
384;"Acarbose"
385;"Acarbose"
386;"Acarbose"
387;"Acarbose"
388;"Acarbose"
389;"Acarbose"
390;"Acarbose"
391;"Acarbose"
392;"Acarbose"
393;"Acarbose"
394;"Acarbose"
395;"Acarbose"
396;"Acarbose"
397;"Acarbose"
398;"Acarbose"
399;"Acarbose"
400;"Acarbose"
401;"Acarbose"
402;"Acarbose"
403;"Acarbose"
404;"Acarbose"
405;"Acarbose"
406;"Acetylsalicylic Acid"
407;"Acetylsalicylic Acid"
408;"Acetylsalicylic Acid"
409;"Carvedilol"
410;"Benzyl Benzoate"
411;"Dermatophagoides Pteronyssinus"
411;"Dermatophagoides Farinae"
412;"Acarbose"
413;"Phenylephrine Hydrochloride"
414;"Pseudoephedrine Hydrochloride"
414;"Triprolidine Hydrochloride"
415;"Azelastine Hydrochloride"
416;"Oxymetazoline Hydrochloride"
417;"Oxymetazoline Hydrochloride"
418;"Oxymetazoline Hydrochloride"
419;"Dextromethorphan Hydrobromide"
420;"Pseudoephedrine Hydrochloride"
420;"Ibuprofen"
421;"Phenylephrine Hydrochloride"
421;"Ibuprofen"
422;"Acetylcysteine"
423;"Acetylcysteine"
424;"Acetylcysteine"
425;"Acetylcysteine"
426;"Acetylcysteine"
427;"Acetylcysteine"
428;"Acetylcysteine"
429;"Acetylcysteine"
430;"Acetylcysteine"
431;"Acetylcysteine"
432;"Acetylcysteine"
433;"Acetylcysteine"
434;"Acetylcysteine"
435;"Acetylcysteine"
436;"Acetylcysteine"
437;"Acetylcysteine"
438;"Acetylcysteine"
439;"Acetylcysteine"
440;"Acetylcysteine"
441;"Acetylcysteine"
442;"Dermatophagoides Pteronyssinus"
442;"Dermatophagoides Farinae"
443;"Filgrastim"
444;"Colecalciferol"
444;"Calcium"
445;"Iohexol"
446;"Glucose"
446;"Anhydrous"
446;"Sodium Hydrogen Carbonate"
446;"Magnesium Chloride Hexahydrate"
446;"Potassium Chloride"
446;"Sodium Chloride"
446;"Calcium Chloride Dihydrate"
446;"D-Glucose"
447;"Glucose"
447;"Anhydrous"
447;"Sodium Hydrogen Carbonate"
447;"Magnesium Chloride Hexahydrate"
447;"Potassium Chloride"
447;"Sodium Chloride"
447;"Calcium Chloride Dihydrate"
448;"Glucose"
448;"Anhydrous"
448;"Sodium Hydrogen Carbonate"
448;"Magnesium Chloride Hexahydrate"
448;"Potassium Chloride"
448;"Sodium Chloride"
448;"Calcium Chloride Dihydrate"
449;"Glucose"
449;"Anhydrous"
449;"Sodium Hydrogen Carbonate"
449;"Magnesium Chloride Hexahydrate"
449;"Potassium Chloride"
449;"Sodium Chloride"
449;"Calcium Chloride Dihydrate"
450;"Levothyroxine Sodium"
451;"Metronidazole"
452;"Bisoprolol Fumarate"
452;"Ramipril"
453;"Acebutolol Hydrochloride"
454;"Acebutolol Hydrochloride"
455;"Acebutolol Hydrochloride"
456;"Acebutolol"
457;"Acebutolol"
457;"Acebutolol Hydrochloride"
458;"Acebutolol"
459;"Acebutolol"
460;"Acebutolol Hydrochloride"
461;"Acebutolol"
462;"Acebutolol Hydrochloride"
463;"Acebutolol Hydrochloride"
464;"Acebutolol Hydrochloride"
465;"Acebutolol Hydrochloride"
466;"Acebutolol"
467;"Acetylsalicylic Acid"
468;"Diclofenac Sodium"
468;"Paracetamol"
469;"Aceclofenac"
470;"Aceclofenac"
471;"Aceclofenac"
472;"Aceclofenac"
473;"Aceclofenac"
474;"Aceclofenac"
475;"Aceclofenac"
476;"Aceclofenac"
477;"Aceclofenac"
478;"Aceclofenac"
479;"Aceclofenac"
480;"Aceclofenac"
481;"Aceclofenac"
482;"Aceclofenac"
483;"Aceclofenac"
484;"Aceclofenac"
485;"Aceclofenac"
486;"Aceclofenac"
487;"Aceclofenac"
488;"Aceclofenac"
489;"Aceclofenac"
490;"Hydrochlorothiazide"
490;"Lisinopril"
491;"Hydrochlorothiazide"
491;"Lisinopril"
492;"Hydrochlorothiazide"
492;"Lisinopril"
493;"Acebutolol"
493;"Acebutolol Hydrochloride"
494;"Hydrocortisone"
495;"Captopril"
495;"Hydrochlorothiazide"
495;"Enalapril Maleate"
496;"Acetylsalicylic Acid"
496;"Caffeine"
497;"Adapalene"
497;"Benzoyl Peroxide"
498;"Cefoperazone"
499;"Acetylcysteine"
500;"Captopril"
500;"Hydrochlorothiazide"
501;"Castor Oil"
502;"Aceclofenac"
503;"Hydrochlorothiazide"
503;"Lisinopril"
504;"Hydrochlorothiazide"
504;"Lisinopril"
505;"Hydrochlorothiazide"
505;"Lisinopril"
506;"Citalopram Hydrochloride"
507;"Ethinylestradiol"
508;"Penfluridol"
509;"Acemetacin"
510;"Acemetacin"
511;"Acemetacin"
512;"Lisinopril"
513;"Acetylcysteine"
514;"Acetazolamide"
515;"Glucosamine Hydrochloride"
516;"Acenocoumarol"
517;"Acenocoumarol"
518;"Acenocoumarol"
519;"Acenocoumarol"
520;"Acenocoumarol"
521;"Captopril"
522;"Ciprofloxacin"
523;"Ciprofloxacin"
523;"Fluocinolone Acetonide"
524;"Acetylcysteine"
525;"Methylprednisolone Aceponate"
526;"Aminocaproic Acid"
527;"Captopril"
528;"Allopurinol Sodium"
529;"Benzoic Acid"
529;"Malic Acid"
529;"Salicylic Acid"
530;"Hydrochlorothiazide"
530;"Lisinopril"
531;"Lactic Acid"
531;"Salicylic Acid"
532;"Salicylic Acid"
533;"Amlodipine Besilate"
533;"Perindopril Arginine"
534;"Acetylsalicylic Acid"
535;"Acetylsalicylic Acid"
536;"Acetylsalicylic Acid"
537;"Acetylsalicylic Acid"
538;"Enalapril Maleate"
538;"Hydrochlorothiazide"
539;"Paracetamol"
540;"Paracetamol"
541;"Paracetamol"
542;"Paracetamol"
543;"Lisinopril"
544;"Piracetam"
545;"Terlipressin"
546;"Abiraterone Acetate"
547;"Cyproterone Acetate"
548;"Terlipressin"
549;"Eslicarbazepine Acetate"
550;"Eslicarbazepine Acetate"
551;"Eslicarbazepine Acetate"
552;"Eslicarbazepine Acetate"
553;"Eslicarbazepine"
554;"Eslicarbazepine Acetate"
555;"Eslicarbazepine Acetate"
556;"Eslicarbazepine Acetate"
557;"Glatiramer Acetate"
558;"Potassium Acetate"
559;"Sodium Acetate"
560;"Acetazolamide"
561;"Acetazolamide"
562;"Acetazolamide Bp"
563;"Acetazolamide"
564;"Acetazolamide"
565;"Acetazolamide"
566;"Acetazolamide Ph. Eur."
567;"Acetazolamide"
568;"Acetazolamide"
568;"Acetazolamide Sodium"
569;"Acetazolamide"
570;"Acetazolamide"
571;"Acetazolamide"
572;"Acetazolamide"
573;"Enalapril Maleate"
574;"Enalapril Maleate"
574;"Hydrochlorothiazide"
575;"Cetirizine Dihydrochloride"
576;"Cetirizine Dihydrochloride"
577;"Acetylcysteine"
578;"Acetylcysteine"
579;"Acetylcysteine"
580;"Acetylcysteine"
581;"Acetylcysteine"
582;"Acetylcysteine"
583;"Acetylcysteine"
584;"Acetylcysteine"
585;"Acetylcysteine"
586;"Acetylcysteine"
587;"Acetylcysteine"
588;"Acetylcysteine"
589;"Acetylcysteine"
590;"Acetylcysteine"
591;"Acetylcysteine"
592;"Acetylcysteine"
593;"Acetylcysteine"
594;"Acetylcysteine"
595;"Acetylcysteine"
596;"Acetylcysteine"
597;"Acetylcysteine"
598;"Acetylcysteine"
599;"Acetylcysteine"
600;"Acetylcysteine"
601;"Acetylcysteine"
602;"Acetylcysteine"
603;"Acetylcysteine"
604;"Acetylcysteine"
605;"Acetylcysteine"
606;"Acetylcysteine"
607;"Acetylcysteine"
608;"Acetylcysteine"
609;"Acetylcysteine"
610;"Acetylcysteine"
611;"Acetylcysteine"
612;"Acetylcysteine"
613;"Acetylcysteine"
614;"Acetylcysteine"
615;"Acetylcysteine"
616;"Acetylcysteine"
617;"Acetylcholine Chloride"
617;"Water For Injection"
618;"Acetylsalicylic Acid"
619;"Acetylsalicylic Acid"
620;"Lysine Aspirin"
621;"Acetylsalicylic Acid"
622;"Acetylsalicylic Acid"
623;"Acetylsalicylic Acid"
624;"Acetylsalicylic Acid"
625;"Acetylsalicylic Acid"
626;"Acetylsalicylic Acid"
627;"Calcium-Sodium-Hydrogencitrate (6:6:3:7)"
628;"Acetylcysteine"
629;"Acetylcysteine"
630;"Acetylcysteine"
631;"Acetylcysteine"
632;"Acetylcysteine"
633;"Acetylcysteine"
634;"Acetylcysteine"
635;"Acetylcysteine"
636;"Acetylcysteine"
637;"Acetylcysteine"
638;"Acetylcysteine"
639;"Acetylcysteine"
640;"Acetylcysteine"
641;"Acetylcysteine"
642;"Acetylcysteine"
643;"Acetylcysteine"
644;"Acetylcysteine"
645;"Acetylcysteine"
646;"Acetylcysteine"
647;"Acetylcysteine"
648;"Acetylcysteine"
649;"Acetylcysteine"
650;"Acetylcysteine"
651;"Acetylcysteine"
652;"Acetylcysteine"
653;"Acetylcysteine"
654;"Acetylcysteine"
655;"Acetylcysteine"
656;"Acetylcysteine"
657;"Acetylcysteine"
658;"Acetylcysteine"
659;"Acetylcysteine"
660;"Acetylcysteine"
661;"Acetylcysteine"
662;"Acetylcysteine"
663;"Acetylcysteine"
664;"Acetylcysteine"
665;"Acetylcysteine"
666;"Acetylcysteine"
667;"Acetylcysteine"
668;"Acetylcysteine"
669;"Acetylcysteine"
670;"Acetylcysteine"
671;"Acetylcysteine"
672;"Acetylcysteine"
673;"Acetylcysteine"
674;"Acetylcysteine"
675;"Acetylcysteine"
676;"Acetylcysteine"
677;"Acetylleucine"
678;"Acetylleucine"
679;"Acetylleucine"
680;"Acetylleucine"
681;"Acetylsalicylic Acid"
682;"Acetylsalicylic Acid"
683;"Acetylsalicylic Acid"
684;"Acetylsalicylic Acid"
685;"Acetylsalicylic Acid"
686;"Acetylsalicylic Acid"
687;"Paracetamol"
687;"Acetylsalicylic Acid"
687;"Caffeine"
688;"Paracetamol"
688;"Acetylsalicylic Acid"
688;"Caffeine"
689;"Acetylsalicylic Acid"
690;"Acetylsalicylic Acid"
691;"Acetylsalicylic Acid Ph. Eur."
692;"Acetylsalicylic Acid"
693;"Lysine Aspirin"
694;"Acetylsalicylic Acid"
695;"Acetylsalicylic Acid"
696;"Acetylsalicylic Acid"
697;"Acetylsalicylic Acid"
698;"Acetylsalicylic Acid"
699;"Acetylsalicylic Acid"
700;"Acetylsalicylic Acid"
701;"Acetylsalicylic Acid"
702;"Acetylsalicylic Acid"
703;"Acetylsalicylic Acid"
704;"Acetylsalicylic Acid"
705;"Lysine Aspirin"
706;"Lysine Aspirin"
707;"Lysine Aspirin"
708;"Acetylsalicylic Acid"
709;"Acetylsalicylic Acid"
710;"Paracetamol"
710;"Acetylsalicylic Acid"
710;"Caffeine"
711;"Paracetamol"
711;"Acetylsalicylic Acid"
711;"Caffeine"
712;"Acetylsalicylic Acid"
713;"Acetylsalicylic Acid"
714;"Aciclovir"
715;"Folic Acid"
715;"Folic Acid Hydrate"
716;"Aesculus"
716;"Cortex"
716;"Ethanol. Decoctum Dil. D3"
716;"Antimonit Dil. D8"
716;"Gentiana Lutea"
716;"Hamamelis"
716;"Millefolium Dil. D1"
717;"Acetylcysteine"
718;"Aciclovir"
719;"Aciclovir"
720;"Aciclovir"
721;"Aciclovir"
722;"Aciclovir"
723;"Aciclovir"
724;"Aciclovir"
725;"Aciclovir"
726;"Aciclovir"
727;"Aciclovir"
728;"Aciclovir"
729;"Aciclovir"
730;"Aciclovir Sodium"
731;"Aciclovir"
732;"Aciclovir"
733;"Aciclovir"
