"Abdomin Med Sitrussmak";1
"Abdomin Neutral";1
"Abe";1
"Abeced";1
"Abecma";1
"Abecol";1
"Abedel";1
"Abelcet";1
"Abelcet Complejo Lipídico";1
"Abelcet Lipid Complex";1
"Abelfiz";1
"Abella";1
"Abemax";1
"Abemot";1
"Abemot 1 Mg";1
"Abendur";1
"Aberipra";1
"Abernil";1
"Abesart";1
"Abesyl";1
"Abevmy";1
"Abfentiq";1
"Abführ Sn";1
"Abführ Tee";1
"Abführ-Kapseln Rizinol";1
"Abführpulver";1
"Abführtee";1
"Abführtee N";1
"Abführtee-Sennesblätter N";1
"Abiano";1
"Abibam®";1
"Abicrem";1
"Abidalo";1
"Abidec Multivitamin";1
"Abidol";1
"Abietinsäure";1
"Abigerd";1
"Abik";1
"Abilify";1
"Abilify Maintena";1
"Abilium";1
"Abimono";1
"Abimox";1
"Abinone";1
"Abioclav";1
"Abiostil";1
"Abiox";1
"Abipol";1
"Abiprost";1
"Abiprostem";1
"Abiral";1
"Abiranio";1
"Abirasolon-Mcrpc Kombipackung";1
"Abirasolon-Mcrpc Kombipackung";2
"Abirasolon-Mhspc Kombipackung";1
"Abirasolon-Mhspc Kombipackung";2
"Abiratel";1
"Abirateron ""olpha""";1
"Abirateron ""sandoz""";1
"Abirateron +pharma";1
"Abirateron 123-Acurae Pharma";1
"Abirateron 1a Pharma";1
"Abirateron Abdi";1
"Abirateron Acino";1
"Abirateron Al";1
"Abirateron Alpha-Medical";1
"Abirateron Amarox";1
"Abirateron Aristo";1
"Abirateron Ashcure";1
"Abirateron Avansor";1
"Abirateron Axiromed";1
"Abirateron Beta";1
"Abirateron Betapharm";1
"Abirateron Bluepharma";1
"Abirateron Cf";1
"Abirateron Cipla";1
"Abirateron Devatis";1
"Abirateron Eg";1
"Abirateron G.L.";1
"Abirateron Galenika";1
"Abirateron Glenmark";1
"Abirateron Heumann";1
"Abirateron Hexal";1
"Abirateron Holsten";1
"Abirateron Leon Farma";1
"Abirateron Medac";1
"Abirateron Medical Valley";1
"Abirateron Msn";1
"Abirateron Normon";1
"Abirateron Pharmagen";1
"Abirateron Pharmascience";1
"Abirateron Polisano";1
"Abirateron Qilu";1
"Abirateron Ratiopharm";1
"Abirateron Sandoz";1
"Abiraterón Sandoz";1
"Abirateron Stada";1
"Abiraterón Stada";1
"Abirateron Sun";1
"Abirateron Synthon";1
"Abirateron Teva";1
"Abirateron Uropharm";1
"Abirateron Vipharm";1
"Abirateron Vivanta";1
"Abirateron Xiromed";1
"Abirateron Zentiva";1
"Abirateron? Lannacher";1
"Abiraterona Bluepharma";1
"Abiraterona Cipla";1
"Abiraterona Dr. Reddys";1
"Abiraterona Efg Synthon";1
"Abiraterona Eugia";1
"Abiraterona Exeltis";1
"Abiraterona Farmoz";1
"Abiraterona Generis";1
"Abiraterona Glenmark";1
"Abiraterona Kern Pharma";1
"Abiraterona Msn";1
"Abirateronă Msn";1
"Abiraterona Normon";1
"Abiraterona Olpha";1
"Abirateronă Pharmazac";1
"Abiraterona Polisano";1
"Abiraterona Qilu";1
"Abiraterona Sandoz";1
"Abiraterona Stada";1
"Abirateronä Stada";1
"Abirateronă Sun";1
"Abiraterona Tarbis";1
"Abiraterona Tecnigen";1
"Abiraterona Teva";1
"Abirateronă Teva";1
"Abiraterona Tronyl";1
"Abiraterona Vivanta";1
"Abiraterona Zentiva";1
"Abirateronă Zentiva";1
"Abirateronacetaat Amarox";1
"Abirateronacetaat Eg (Eurogenerics) Nv";1
"Abirateronacetat";1
"Abirateronacetat Eg (Eurogenerics) Nv";1
"Abiraterone";1
"Abiraterone Abdi";1
"Abiraterone Abdi Farma";1
"Abiraterone Accord";1
"Abiraterone Acetate Zydus";1
"Abiraterone Agmed";1
"Abiraterone Amarox";1
"Abiraterone Aristo";1
"Abiraterone Ariti";1
"Abiraterone Arrow";1
"Abiraterone Ashcure";1
"Abiraterone Avansor";1
"Abiraterone Biogaran";1
"Abiraterone Clonmel";1
"Abiraterone Cristers";1
"Abiraterone Day Zero 500 Mg";1
"Abiraterone Eg";1
"Abiraterone Eugia";1
"Abiraterone Evolugen";1
"Abiraterone Faran";1
"Abiraterone Farmoz";1
"Abiraterone G.L.";1
"Abiraterone G.L. Pharma";1
"Abiraterone Genus Pharmaceuticals";1
"Abiraterone Genus Pharmaceuticals Ltd.";1
"Abiraterone Glenmark";1
"Abiraterone Glenmark Pharmaceuticals Europe";1
"Abiraterone Heaton";1
"Abiraterone Krka";1
"Abiraterone Medac";1
"Abiraterone Medical Valley";1
"Abiraterone Msn";1
"Abiraterone Msn Labs Europe Limited";1
"Abiraterone Mylan";1
"Abiraterone Norameda";1
"Abiraterone Olpha";1
"Abiraterone Olpha 250 Mg";1
"Abiraterone Pharmascience";1
"Abiraterone Pharmazac";1
"Abiraterone Pharmevid";1
"Abiraterone Qilu";1
"Abiraterone Qilu Pharma Spain";1
"Abiraterone Rafarm";1
"Abiraterone Ratiopharm";1
"Abiraterone Richter";1
"Abiraterone Rowa";1
"Abiraterone Sandoz";1
"Abiraterone Sapiens";1
"Abiraterone Stada";1
"Abiraterone Sun";1
"Abiraterone Sun Pharmaceutical Industries Europe";1
"Abiraterone Synthon";1
"Abiraterone Tecnigen";1
"Abiraterone Teva";1
"Abiraterone Teva Uk";1
"Abiraterone Torrent Pharma (Uk)";1
"Abiraterone Vipharm";1
"Abiraterone Vivanta";1
"Abiraterone Vocate";1
"Abiraterone Wockhardt Uk";1
"Abiraterone Zentiva";1
"Abis";1
"Abisax";1
"Abix";1
"Abmetfina Xr";1
"Abnoba";1
"Abnobaviscum Abietis";1
"Abnobaviscum Amygdali";1
"Abnobaviscum Betulae";1
"Abnobaviscum Crataegi";1
"Abnobaviscum Fraxini";1
"Abnobaviscum Mali";1
"Abnobaviscum Pini";1
"Abnobaviscum Quercus";1
"Abolibe Forte";1
"A-Bomin";1
"Abormib";1
"Aboxoma";1
"Abradel";1
"Abrasone Rectal";1
"Abraxane";1
"Abrea";1
"Abriff";1
"Abrilar";1
"Abrilia";1
"Abrion";1
"Abrix";1
"Abrobion";1
"Abrysvo";1
"Abseamed";1
"Absenor";1
"Absenor Depot";1
"Absinthium D1 / Resina Laricis D3 Aa";1
"Absken";1
"Absorcol";1
"Abstral";1
"Abszess-Ilon";1
"Abt Strabo Blasen- Und Nierentee";1
"Abt Strabo Hals-Rachentee";1
"Abt Strabo Husten-Bronchialtee";1
"Abt Strabo Magen-Darmtee";1
"Abt Strabo Schlaf-Nerventee";1
"Abtard";1
"Abufene";1
"Abutrax";1
"Abuxar";1
"Abyca";1
"Acadimox";1
"Acalka";1
"Acamba";1
"Acamprosat Mylan";1
"Acamprosate Biogaran";1
"Acamprosate Generics [uk] Ltd";1
"Acamprosate Strandhaven  Somex Pharma";1
"Acamprosate Viatris";1
"Acapril";1
"Acara";1
"Acara Trio";1
"Acara Trio";2
"Acarbosa Farmalider";1
"Acarbosa Qualigen";1
"Acarbosa Tarbis";1
"Acarbosa Tecnigen";1
"Acarbosa Viatris";1
"Acarbose Abz";1
"Acarbose Al";1
"Acarbose Arrow";1
"Acarbose Arrow Lab";1
"Acarbose Aurovitas";1
"Acarbose Berar Laboratórios Basi - Indústria Farmacêutica";1
"Acarbose Biogaran";1
"Acarbose Bluepharma";1
"Acarbose Crescent Pharma";1
"Acarbose Dura";1
"Acarbose Eg";1
"Acarbose Establix";1
"Acarbose Farmoz";1
"Acarbose Friulchem";1
"Acarbose Generics [uk] Ltd";1
"Acarbose Generis";1
"Acarbose Genevida";1
"Acarbose Glenmark Pharmaceuticals Europe";1
"Acarbose Morningside Healthcare";1
"Acarbose Mylan";1
"Acarbose Sandoz";1
"Acarbose Stada";1
"Acarbose Viatris";1
"Acarbose Zentiva";1
"Acarbosio Aurobindo";1
"Acarbosio Doc Generici";1
"Acarbosio Tecnigen";1
"Acard";1
"Acard Cor";1
"Acard Pro";1
"Acarden";1
"Acarilbial";1
"Acarizax";1
"Acarphage";1
"Acatar Acti Form";1
"Acatar Acti-Tabs";1
"Acatar Allergy";1
"Acatar Care";1
"Acatar Care Kids";1
"Acatar Control";1
"Acatar Mono";1
"Acatar Zatoki";1
"Acatar Zatoki Tabs";1
"Acc";1
"Acc Akut Hustenlöser";1
"Acc Akut Z Hustenlöser";1
"Acc Classic";1
"Acc Cu Aroma De Mure";1
"Acc Direkt";1
"Acc Direkt Hexal  Ag";1
"Acc Hexal  Ag";1
"Acc Hot";1
"Acc Injekt";1
"Acc Junior";1
"Acc Kindersaft";1
"Acc Kindersaft Hexal  Ag";1
"Acc Lămâie Şi Miere";1
"Acc Long";1
"Acc Long Instant";1
"Acc Neo";1
"Acc Optima";1
"Acc Optima Active";1
"Acc Tabs";1
"Accarizax";1
"Accofil";1
"Accrete D3";1
"Accupaque";1
"Accusol 35";1
"Accusol 35 Kalium";1
"Accusol 35 Potassium";1
"Accusol Con Potassio 35";1
"Accu-Thyrox";1
"Acea";1
"Acebis";1
"Acebutolol Almus";1
"Acebutolol Arrow Lab";1
"Acebutolol Biogaran";1
"Acebutolol Cristers";1
"Acebutolol Eg";1
"Acebutolol Gedeon Richter";1
"Acebutolol Hydrochloride Aurobindo";1
"Acebutolol Lp Zentiva";1
"Acebutolol Milpharm";1
"Acebutolol Sandoz";1
"Acebutolol Teva";1
"Acebutolol Viatris";1
"Acebutolol Zentiva";1
"Acebutolol Zydus";1
"Acecardin";1
"Aceclofen";1
"Aceclofenac Accord";1
"Aceclofenac Accord Healthcare";1
"Aceclofenac Alter";1
"Aceclofenac Biogaran";1
"Aceclofenac Double-E Pharma";1
"Aceclofenac Eg";1
"Aceclofenac Eg Labo";1
"Aceclofenac Generis";1
"Aceclofenac Mylan";1
"Aceclofenac Orion";1
"Aceclofenac Ratiopharm";1
"Aceclofenac Rivopharm";1
"Aceclofenac Rivopharm Uk";1
"Aceclofenac Viatris";1
"Aceclofenac Zentiva";1
"Aceclofenaco Cinfa";1
"Aceclofenaco Kern Pharma";1
"Aceclofenaco Normon";1
"Aceclofenaco Stada";1
"Aceclofenaco Vir";1
"Aceclonac";1
"Acecomb";1
"Acecomb Mite";1
"Acecomb Semi";1
"Acecor";1
"Acecort";1
"Acediur";1
"Acedol";1
"Aceduo";1
"Acefa";1
"Aceflucil";1
"Ace-Hemmer Comp.";1
"Aceite De Ricino Reig Jofre";1
"Aceklik";1
"Acelisino Comp. Forte";1
"Acelisino Comp. Mite";1
"Acelisino Comp. Semi";1
"Acelopam";1
"Acelyn";1
"Acemap";1
"Acemetacin Heumann";1
"Acemetacin Stada";1
"Acemetax";1
"Acemin";1
"Acemis";1
"Acemit";1
"Acenam";1
"Acenocoumarol Aurobindo";1
"Acenocoumarol Cf";1
"Acenocumarol Aurovitas";1
"Acenocumarol Generis";1
"Acenocumarol Wzf";1
"Aceomel";1
"Aceoto";1
"Aceoto Plus";1
"Acepiro";1
"Aceponato De Metilprednisolona Aristo";1
"Acepramin";1
"Aceprotin";1
"Acepurin";1
"Acerbine";1
"Acercomp";1
"Acerin";1
"Acerin Pro";1
"Acerycal";1
"Acesan";1
"Acesil";1
"Acesil T";1
"Acesil Tamponat";1
"Acesistem";1
"Acetamol";1
"Acetamol Adulti";1
"Acetamol Bambini";1
"Acetamol Prima Infanzia";1
"Acetan";1
"Acetar";1
"Acetat De Terlipresină Ever Pharma";1
"Acétate D'abiratérone. Eg (Eurogenerics) Sa";1
"Acetate De Cyproterone Arrow";1
"Acetate De Terlipressine Ever Pharma";1
"Acetato De Eslicarbazepina Alter";1
"Acetato De Eslicarbazepina Aristo";1
"Acetato De Eslicarbazepina Generis";1
"Acetato De Eslicarbazepina Jubilant";1
"Acetato De Eslicarbazepina Meditop 800 Mg Comprimidos";1
"Acetato De Eslicarbazepina Mylan Pharma";1
"Acetato De Eslicarbazepina Pentafarma";1
"Acetato De Eslicarbazepina Pharmakern";1
"Acetato De Glatirâmero Viatris";1
"Acetato De Potasio B.Braun";1
"Acetato Sódico Fresenius Kabi";1
"Acetazolamid Agepha";1
"Acetazolamida Arena";1
"Acetazolamide";1
"Acetazolamide Blumont Pharma";1
"Acetazolamide Crescent";1
"Acetazolamide Crescent Pharma";1
"Acetazolamide Dawa";1
"Acetazolamide Mercury Pharma";1
"Acetazolamide Mercury Pharmaceuticals";1
"Acetazolamide Morningside Healthcare";1
"Acetazolamide Remedica";1
"Acetazolamide Tillomed";1
"Acetazolamide Ι.Φ.Ε.Τ.";1
"Acetensil";1
"Acetensil Plus";1
"Aceterin";1
"Aceterin Express";1
"Acetilcisteína Abex";1
"Acetilcisteina Alter";1
"Acetilcisteína Alter";1
"Acetilcisteină Arena";1
"Acetilcisteina Aristo";1
"Acetilcisteina Aurobindo Italia";1
"Acetilcisteína Aurovitas";1
"Acetilcisteina Azevedos";1
"Acetilcisteína Azevedos";1
"Acetilcisteína Bexal";1
"Acetilcisteína Bluepharma";1
"Acetilcisteina Cinfa";1
"Acetilcisteína Cinfa";1
"Acetilcisteina Coop";1
"Acetilcisteina Doc";1
"Acetilcisteina Doc Generici";1
"Acetilcisteina Eg";1
"Acetilcisteína Exxelir";1
"Acetilcisteína Farmasierra";1
"Acetilcisteína Farmoz";1
"Acetilcisteína Generis";1
"Acetilcisteína Genkern";1
"Acetilcisteína Kern Pharma";1
"Acetilcisteină Laropharm";1
"Acetilcisteína Mabo";1
"Acetilcisteína Normon";1
"Acetilcisteina Pensa";1
"Acetilcisteína Pensa";1
"Acetilcisteína Pharmakern";1
"Acetilcisteina Ratiopharm";1
"Acetilcisteina Rompharm";1
"Acetilcisteína Sandoz";1
"Acetilcisteina Sandoz Care";1
"Acetilcisteína Stada";1
"Acetilcisteina Tarbis";1
"Acetilcisteina Teva";1
"Acetilcisteina Viatris";1
"Acetilcisteína Vitória";1
"Acetilcisteină Zentiva";1
"Acetilcisteina Zentiva Lab";1
"Acetilcolina Cusí";1
"Acetilsalicilatna Kiselina Bausch Health";1
"Acetilsalicilatna Kiselina G.L. Pharma";1
"Acetilsalicilato De Lisina Labesfal";1
"Acetilsalicilna Kislina Krka";1
"Acetilsalicilna Kislina Lek";1
"Acetilsalicilna Kislina Sandoz";1
"Acetilsalicilo Rūgštis Sanitas";1
"Acetilsalicilo Rūgštis Stirol";1
"Acetilsalicilskābe Stirol";1
"Acetolyt";1
"Acetylcysteïhe Sanias";1
"Acetylcystein";1
"Acetylcystein 1a Farma";1
"Acetylcystein Al";1
"Acetylcystein Alternova";1
"Acetylcystein Dr.Max";1
"Acetylcystein Hexal";1
"Acetylcystein Sad";1
"Acetylcystein Sandoz";1
"Acetylcystein Viatris";1
"Acetylcysteine Ab";1
"Acetylcysteïne Alpex";1
"Acetylcysteine Alpex Adultes";1
"Acetylcysteine Arrow";1
"Acetylcysteïne Auro";1
"Acetylcysteïne Aurobindo";1
"Acetylcysteïne Aurobindo Pharma";1
"Acetylcysteine Aurum Pharmaceuticals";1
"Acetylcysteine Biogaran Conseil";1
"Acetylcysteïne Birchwood";1
"Acetylcysteïne Bruis Teva";1
"Acetylcysteine Conseil Sans Sucre Zentiva";1
"Acetylcysteine Eg";1
"Acetylcysteine Ennogen Healthcare";1
"Acetylcysteine Ennogen Healthcare Limited";1
"Acetylcysteine Ennogen Ip";1
"Acetylcysteine Essential-Healthcare Ascot Laboratories (Ireland) Limited";1
"Acetylcysteine Ibsa";1
"Acetylcysteïne Leidapharm";1
"Acetylcysteine Linn";1
"Acetylcysteine Macure";1
"Acetylcysteïne Marel";1
"Acetylcysteine Ratiopharm";1
"Acetylcysteine Ridge Pharma";1
"Acetylcysteïne Rxt";1
"Acetylcysteïne Sam";1
"Acetylcysteine Sandoz";1
"Acetylcysteïne Sandoz";1
"Acetylcysteine Sandoz Conseil";1
"Acetylcysteïne Sanias";1
"Acetylcysteine Sans Sucre Bgr Conseil";1
"Acetylcysteine Sans Sucre Eg Labo Conseil";1
"Acetylcysteine Sans Sucre Teva Conseil";1
"Acetylcysteine Siromed";1
"Acetylcysteine Teva";1
"Acetylcysteïne Teva";1
"Acetylcysteine Viatris Conseil";1
"Acetylcysteine Waymade";1
"Acetylcysteinum Flegamina";1
"Acetylleucine Biogaran";1
"Acetylleucine Teva";1
"Acetylleucine Viatris";1
"Acetylleucine Zentiva";1
"Acetylsalicylic Acid Aurobindo";1
"Acetylsalicylic Acid Bluefish";1
"Acetylsalicylic Acid Krka";1
"Acetylsalicylic Acid Marel";1
"Acetylsalicylic Acid Nvt";1
"Acetylsalicylic Acid Santa";1
"Acetylsalicylic Acid, Paracetamol, Coffeïne Leidapharm";1
"Acetylsalicylic Acid, Paracetamol, Coffeïne Marel";1
"Acetylsalicylique Viatris";1
"Acetylsalicylsäure Adgc";1
"Acetylsalicylsäure G.L. Pharma";1
"Acetylsalicylsäure I.V. Panpharma";1
"Acetylsalicylsäure Panpharma";1
"Acetylsalicylsäure Zentiva Pharma";1
"Acetylsalicyls�ure G.L. Pharma";1
"Acetylsalicylsyra Abece";1
"Acetylsalicylsyra Evolan";1
"Acetylsalicylsyra G.L. Pharma";1
"Acetylsalicylsyra Teva";1
"Acetylsalicylsyre Teva";1
"Acetylsalicylzuur Cardio";1
"Acetylsalicylzuur Cardio Aurobindo";1
"Acetylsalicylzuur Neuro Ratiopharm";1
"Acetylsalicylzuur Neuro Teva";1
"Acetylsalicylzuur Panmedica";1
"Acetylsalicylzuur Panpharma";1
"Acetylsalicylzuur Panpharma Panpharma";1
"Acetylsalicylzuur Ratiopharm";1
"Acetylsalicylzuur Teva";1
"Acetylsalicylzuur, Paracetamol, Coffeïne Aurobindo";1
"Acetylsalicylzuur, Paracetamol, Coffeïne Sameko";1
"Acetylsalisylsyre Actavis";1
"Acetylsalisylsyre Norfri";1
"Acevirex";1
"Acfol";1
"Achillea Comp.";1
"Acibel";1
"Acic";1
"Acic Cold Sore";1
"Acic Creme Bei Lippenherpes";1
"Aciclin";1
"Aciclinlabiale";1
"Aciclo";1
"Aciclobene";1
"Aciclobeta";1
"Aciclodan";1
"Aciclosina";1
"Aciclostad";1
"Aciclostad Gegen Lippenherpes";1
"Aciclovax - Iv";1
"Aciclovir";1
"Aciclovir  Heumann";1
"Aciclovir +pharma";1
"Aciclovir 089pharm";1
"Aciclovir 1 A Pharma";1
"Aciclovir 1a Farma";1
"Aciclovir 1a Pharma";1
"Aciclovir Ab";1
"Aciclovir Abc";1
"Aciclovir Abz";1
"Aciclovir Accord";1
"Aciclovir Accord Healthcare";1
"Aciclovir Accord-Uk";1
"Aciclovir Accord-Uk Ltd";1
"Aciclovir Actavis";1
"Aciclovir Agepha";1
"Aciclovir Akut";1
"Aciclovir Al";1
"Aciclovir Alfasigma";1
"Aciclovir Almus";1
"Aciclovir Almus Pharma";1
"Aciclovir Altan";1
"Aciclovir Alter";1
"Aciclovir Alternova";1
"Aciclovir Alvogen";1
"Aciclovir Arena";1
"Aciclovir Aristo";1
"Aciclovir Arrow";1
"Aciclovir Arrow Conseil";1
"Aciclovir Arrow Generiques";1
"Aciclovir Aurobindo";1
"Aciclovir Aurobindo Italia";1
"Aciclovir Aurobindo Pharma";1
"Aciclovir Aurovitas";1
"Aciclovir Avianta Pharma";1
"Aciclovir Axone";1
"Aciclovir Azevedos";1
"Aciclovir Baxter";1
"Aciclovir Baxter Holding B.V";1
"Aciclovir Biogaran";1
"Aciclovir Biogaran Conseil";1
"Aciclovir Bluepharma";1
"Aciclovir Brill Pharma";1
"Aciclovir Cf";1
"Aciclovir Ciclum";1
"Aciclovir Cinfa";1
"Aciclovir Conseil Cristers";1
"Aciclovir Corzil Laboratórios Azevedos – Indústria Farmacêutica";1
"Aciclovir Creme 1 A Pharma";1
"Aciclovir Crescent Pharma";1
"Aciclovir Crescent Pharma Limited";1
"Aciclovir Cristers";1
"Aciclovir Ct";1
"Aciclovir Cuve";1
"Aciclovir Dawa";1
"Aciclovir Demo Pharma Uk";1
"Aciclovir Doc Generici";1
"Aciclovir Dorom";1
"Aciclovir Eg";1
"Aciclovir Egis Pharmaceuticals";1
"Aciclovir Ethypharm";1
"Aciclovir Farmaprojects";1
"Aciclovir Farmex";1
"Aciclovir Fiterman";1
"Aciclovir Generis";1
"Aciclovir Generis Phar";1
"Aciclovir Germed";1
"Aciclovir Gsk";1
"Aciclovir Heumann";1
"Aciclovir Hikma";1
"Aciclovir Hikma Farmacêutica (Portugal)";1
"Aciclovir Hospira";1
"Aciclovir Hospira Uk";1
"Aciclovir I.V Gsk";1
"Aciclovir I.V. Gsk";1
"Aciclovir Jelfa";1
"Aciclovir Jonax Stada";1
"Aciclovir Kent Pharma Uk";1
"Aciclovir Kern Pharma";1
"Aciclovir Labesfal";1
"Aciclovir Labialis Eg";1
"Aciclovir Labialis Teva";1
"Aciclovir Laboratórios Azevedos - Indústria Farmacêutica";1
"Aciclovir Laropharm";1
"Aciclovir Lippenherpescreme Ratiopharm";1
"Aciclovir Livixon";1
"Aciclovir Mabo";1
"Aciclovir Medochemie";1
"Aciclovir Mercury Pharmaceuticals Ltd";1
"Aciclovir Milpharm";1
"Aciclovir Mylan Generics";1
"Aciclovir Noridem";1
"Aciclovir Noridem Enterprises";1
"Aciclovir Normon";1
"Aciclovir Olikla";1
"Aciclovir Orion";1
"Aciclovir Pensa";1
"Aciclovir Pensa Pharma";1
"Aciclovir Pfizer";1
"Aciclovir Pfizer Healthcare Ireland";1
"Aciclovir Pinewood Laboratories Limited";1
"Aciclovir Puren";1
"Aciclovir Quattro Pharma";1
"Aciclovir Ranbaxy";1
"Aciclovir Ratiopharm";1
"Aciclovir Reig Jofre";1
"Aciclovir Relonchem";1
"Aciclovir Richter";1
"Aciclovir Rompharm";1
"Aciclovir Rosemont Pharmaceuticals";1
"Aciclovir Sala";1
"Aciclovir Sandoz";1
"Aciclovir Sandoz Care";1
"Aciclovir Sandoz Conseil";1
"Aciclovir Siromed";1
"Aciclovir Siromed Stada Arzneimittel";1
"Aciclovir Slavia";1
"Aciclovir Sodium Hfa Holdings";1
"Aciclovir Stada";1
"Aciclovir Stada Genéricos";1
"Aciclovir Sun Pharma Uk";1
"Aciclovir Syri";1
"Aciclovir Syri Pharma";1
"Aciclovir Tedec";1
"Aciclovir Terapia";1
"Aciclovir Teva";1
"Aciclovir Tis";1
"Aciclovir Tolife";1
"Aciclovir Unifarma";1
"Aciclovir Vectans Pharma";1
"Aciclovir Viatris";1
"Aciclovir Vida";1
"Aciclovir Vir";1
"Aciclovir Vir Pharma";1
"Aciclovir Virostad";1
"Aciclovir Vitória";1
"Aciclovir Vocate";1
"Aciclovir Wockhardt Uk";1
"Aciclovir Zentiva";1
"Aciclovir Ziaja";1
"Aciclovir Zydus";1
"Acicutan";1
"Acid Acetilsalicilic Biofarm";1
"Acid Acetilsalicilic Krka";1
"Acid Acetilsalicilic Labormed";1
"Acid Acetilsalicilic Laropharm";1
"Acid Acetilsalicilic Mcc";1
"Acid Acetilsalicilic Richter";1
"Acid Acetilsalicilic Sanosan";1
"Acid Acetilsalicilic T";1
"Acid Acetilsalicilic Tamponat Mcc";1
"Acid Acetilsalicilic Zentiva";1
"Acid Alendronic/Colecalciferol Accord";1
"Acid Alendronic/Colecalciferol Zentiva";1
"Acid Ascorbic Arena";1
"Acid Ibandronic Stada";1
"Acid Tioctic Rompharm";1
"Acid Tioctic Zentiva";1
"Acid Tranexamic Kabi";1
"Acid Zoledronic Accord";1
"Acid Zoledronic Fresenius Kabi";1
"Acid Zoledronic Rompharm";1
"Acida";1
"Acidal";1
"Acidcare";1
"Acide Acetylsalicylique Biogaran";1
"Acide Acetylsalicylique Ibsa";1
"Acide Acetylsalicylique Panpharma";1
"Acide Acétylsalicylique Panpharma";1
